Accession,GenBank_RefSeq,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
OM773328.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-Z661/2021, complete genome",29812,complete,South Africa,South Africa,Homo sapiens,9/6/2021,2/22/2022
OM739037.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1933/2020, complete genome",29846,complete,South Africa,South Africa,Homo sapiens,8/27/2020,2/18/2022
OM739113.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3464/2020, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,9/29/2020,2/18/2022
OM739120.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3484/2020, complete genome",29815,complete,South Africa,South Africa,Homo sapiens,9/29/2020,2/18/2022
OM739149.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3550/2020, complete genome",29835,complete,South Africa,South Africa,Homo sapiens,10/11/2020,2/18/2022
OM739167.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3585/2020, complete genome",29818,complete,South Africa,South Africa,Homo sapiens,10/9/2020,2/18/2022
OM739697.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-A788/2020, complete genome",29824,complete,South Africa,South Africa,Homo sapiens,8/31/2020,2/18/2022
OM725073.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-K972/2021, complete genome",29707,complete,South Africa,South Africa,Homo sapiens,6/15/2021,2/17/2022
OM725434.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0828/2020, complete genome",29838,complete,South Africa,South Africa,Homo sapiens,10/15/2020,2/17/2022
OM725617.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1480/2020, complete genome",29827,complete,South Africa,South Africa,Homo sapiens,8/11/2020,2/17/2022
OM725631.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1648/2020, complete genome",29821,complete,South Africa,South Africa,Homo sapiens,8/17/2020,2/17/2022
OM725648.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-1808/2020, complete genome",29837,complete,South Africa,South Africa,Homo sapiens,8/31/2020,2/17/2022
OM732369.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A821_2022/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/2/2022,2/17/2022
OM720790.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-AM-Z090/2021, complete genome",29825,complete,South Africa,South Africa,Homo sapiens,9/21/2021,2/16/2022
OM720852.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5895/2020, complete genome",29818,complete,South Africa,South Africa,Homo sapiens,5/25/2020,2/16/2022
OM720974.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-6552/2021, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,9/6/2021,2/16/2022
OM721096.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-K417/2021, complete genome",29707,complete,South Africa,South Africa,Homo sapiens,6/24/2021,2/16/2022
OM635026.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_A102/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/4/2022,2/9/2022
OM635168.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H907/2021, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,12/24/2021,2/9/2022
OM011974.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/CNRST-HM36/2021, complete genome",29804,complete,Morocco,Morocco,Homo sapiens,12/22/2021,12/25/2021
OL739801.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C74780/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,11/27/2020,12/6/2021
OL691440.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C70503/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,9/11/2020,12/2/2021
OL601560.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-18762/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/8/2021,11/22/2021
OL601661.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-21319/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/25/2021,11/22/2021
OL601703.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-22137/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,1/28/2021,11/22/2021
OL601767.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23153/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/8/2021,11/22/2021
OL601796.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-23449/2021, complete genome",29708,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/9/2021,11/22/2021
OL601824.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-24209/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/18/2021,11/22/2021
OL601828.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-24361/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/22/2021,11/22/2021
OL601829.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/BCVL-24383/2021, complete genome",29762,complete,Nigeria: Oyo,Nigeria,Homo sapiens,2/22/2021,11/22/2021
OL549016.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS2977/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,2/26/2021,11/19/2021
OL549021.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS2984/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,2/26/2021,11/19/2021
OL454611.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C67079/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/27/2020,11/13/2021
OL454620.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C67340/2020, complete genome",29777,complete,Kenya,Kenya,Homo sapiens,10/28/2020,11/13/2021
OL351375.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_075/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/23/2021,11/4/2021
OL351396.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_096/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/21/2021,11/4/2021
OL351403.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_103/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/21/2021,11/4/2021
OL351443.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_4_143/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,10/16/2021,11/4/2021
OK488065.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS408/2021, complete genome",29763,complete,Kenya,Kenya,Homo sapiens,4/30/2021,10/13/2021
OK104616.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A030/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/2/2021,9/14/2021
OK104633.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W4_A047/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,9/3/2021,9/14/2021
OK091660.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/KRISP-K005325/2020, complete genome",29798,complete,South Africa,South Africa,Homo sapiens,11/16/2020,9/13/2021
OK001903.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A109/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/14/2021,9/2/2021
OK001904.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A110/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/7/2021,9/2/2021
OK001919.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A127/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/16/2021,9/2/2021
OK001947.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_W3_A156/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/25/2021,9/2/2021
MZ664016.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/nmimr-SLE-SARS-CoV-2-SLSEQ031/2021, complete genome",29753,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/28/2021,7/28/2021
MZ520105.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_NK/2021, complete genome",29763,complete,Djibouti,Djibouti,Homo sapiens,3/1/2021,7/8/2021
MZ436885.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/SL08/2021, complete genome",29840,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/20/2021,6/23/2021
MZ436889.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/SL12/2021, complete genome",29856,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/27/2021,6/23/2021
MZ436896.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/SL21/2021, complete genome",29864,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/14/2021,6/23/2021
MW018428.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LBY/12371/2020, complete genome",29803,complete,Libya,Libya,Homo sapiens,2020-06,6/21/2021
MZ394598.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_DFA30/2021, complete genome",29768,complete,Djibouti: Camp Lemonnier,Djibouti,Homo sapiens,3/12/2021,6/15/2021
MZ394607.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_E611/2021, complete genome",29763,complete,Djibouti: Camp Lemonnier,Djibouti,Homo sapiens,3/9/2021,6/15/2021
MZ394615.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_F100/2021, complete genome",29764,complete,Djibouti: Camp Lemonnier,Djibouti,Homo sapiens,3/31/2021,6/15/2021
MZ394621.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_F171/2021, complete genome",29764,complete,Djibouti: Camp Lemonnier,Djibouti,Homo sapiens,4/7/2021,6/15/2021
MZ394628.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_TF195/2021, complete genome",29763,complete,Djibouti: Camp Lemonnier,Djibouti,Homo sapiens,4/4/2021,6/15/2021
MZ380244.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A003/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/1/2021,6/14/2021
MZ380247.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A007/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,3/5/2021,6/14/2021
MZ380251.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A016/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/6/2021,6/14/2021
MZ380256.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A021/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,5/14/2021,6/14/2021
MZ380269.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CCHE57357_Wave_3_A043/2021, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,3/6/2021,6/14/2021
MZ215671.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-053-21/2021, complete genome",29756,complete,Togo,Togo,Homo sapiens,2/25/2021,5/17/2021
MZ150530.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-37129/2021, complete genome",29723,complete,Ghana,Ghana,Homo sapiens,3/16/2021,5/10/2021
MZ150547.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-21191/2021, complete genome",29725,complete,Ghana,Ghana,Homo sapiens,2/3/2021,5/10/2021
MZ149970.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-024-21/2021, complete genome",29752,complete,Togo,Togo,Homo sapiens,1/15/2021,5/9/2021
MZ149978.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/nmimr-SLE-SARS-CoV-2-SLSEQ14/2021, complete genome",29751,complete,Sierra Leone,Sierra Leone,Homo sapiens,1/27/2021,5/9/2021
MZ054863.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LBY/BTRC Libya SARS-CoV-2 WGS-7/2021, complete genome",29740,complete,Libya,Libya,Homo sapiens,2/25/2021,4/29/2021
MZ040130.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GMB/GC19-029/2020, complete genome",29782,complete,Gambia,Gambia,Homo sapiens,4/20/2020,4/27/2021
MZ042991.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY30/2021, complete genome",29884,complete,Egypt,Egypt,Homo sapiens,4/9/2021,4/27/2021
MZ042992.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY31/2021, complete genome",29879,complete,Egypt,Egypt,Homo sapiens,4/9/2021,4/27/2021
MZ043001.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY39/2021, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,4/18/2021,4/27/2021
MZ043003.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY41/2021, complete genome",29883,complete,Egypt,Egypt,Homo sapiens,4/18/2021,4/27/2021
MZ043013.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Third-Wave-EGY-ARMY50/2021, complete genome",29881,complete,Egypt,Egypt,Homo sapiens,4/18/2021,4/27/2021
MW916317.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY-ARMY-MCL-UK-Strain003/2021, complete genome",29854,complete,Egypt,Egypt,Homo sapiens,4/1/2021,4/13/2021
MW829335.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/PHARCO-ARMY34/2021, complete genome",29870,complete,Egypt,Egypt,Homo sapiens,2/9/2021,3/30/2021
MW662145.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-161/2021, complete genome",29764,complete,Ghana,Ghana,Homo sapiens,1/11/2021,2/25/2021
MW598424.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-14807/2020, complete genome",29903,complete,Ghana,Ghana,Homo sapiens,12/22/2020,2/12/2021
MW547412.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY-ARMY-MCL001/2020, complete genome",29884,complete,Egypt,Egypt,Homo sapiens,11/19/2020,1/30/2021
MW504769.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CUNCI-HGC10I008/2020, complete genome",29787,complete,Egypt,Egypt,Homo sapiens,12/25/2020,1/21/2021
MW467431.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_18/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,7/3/2020,1/13/2021
MW467440.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_29/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,7/28/2020,1/13/2021
MW467441.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_30/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/30/2020,1/13/2021
MW467446.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_38/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,7/19/2020,1/13/2021
MW467453.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_45/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/20/2020,1/13/2021
MW467474.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_A_69/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/29/2020,1/13/2021
MW467487.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_P_10/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,8/3/2020,1/13/2021
MW467491.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_P_20/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/26/2020,1/13/2021
MW467495.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_P_26/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,6/30/2020,1/13/2021
MW467497.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/EGY_CCHE57357_P_30/2020, complete genome",29903,complete,Egypt,Egypt,Homo sapiens,7/4/2020,1/13/2021
MW453084.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/FMP-26/2020, complete genome",29826,complete,Morocco,Morocco,Homo sapiens,2020-12,1/9/2021
MW365358.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202061628/2020, complete genome",29896,complete,Tunisia,Tunisia,Homo sapiens,11/23/2020,12/15/2020
MT800016.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/CUNCI-HGC7I02/2020, complete genome",29793,complete,Egypt,Egypt,Homo sapiens,7/19/2020,7/27/2020
MT731285.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/RMPS01/2020, complete genome",29903,complete,Morocco,Morocco,Homo sapiens,4/13/2020,7/8/2020
MT731327.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/RMPS04/2020, complete genome",29903,complete,Morocco,Morocco,Homo sapiens,3/30/2020,7/8/2020
MT576584.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/NG57752/2020, complete genome",29760,complete,Nigeria,Nigeria,Homo sapiens,2020-03,6/8/2020
MT324062.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/R03006/2020, complete genome",29903,complete,South Africa: KwaZulu-Natal,South Africa,Homo sapiens,3/7/2020,4/13/2020
